age,year,num
0,1988,204867
5,1988,201533
10,1988,201049
15,1988,220242
20,1988,251275
25,1988,287140
30,1988,278032
35,1988,231251
40,1988,162500
45,1988,133377
50,1988,106280
55,1988,93736
60,1988,74487
65,1988,56802
70,1988,42566
75,1988,42566
